City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num,Date
SUNSHINE COAST,MELBOURNE,7/19,52068,324,89.1,1454,75706872,85006656,58464,2019,7,2019/7/19
SUNSHINE COAST,SYDNEY,7/19,58387,432,83.5,837,48869919,58561542,69966,2019,7,2019/7/19
MELBOURNE,MILDURA,7/19,19942,425,65.2,457,9113494,13974603,30579,2019,7,2019/7/19
MELBOURNE,NEWCASTLE,7/19,41761,283,81.8,836,34912196,42656900,51025,2019,7,2019/7/19
MELBOURNE,GOLD COAST,7/19,193023,1125,90.6,1330,257263045,283848230,212975,2019,7,2019/7/19
MELBOURNE,PERTH,7/19,184545,1092,86.1,2706,499378770,579920154,214309,2019,7,2019/7/19
MELBOURNE,SYDNEY,7/19,758311,5136,83.5,706,538037161,644597317,908641,2019,7,2019/7/19
MELBOURNE,TOWNSVILLE,7/19,0,0,0,2055,0,0,0,2019,7,2019/7/19
GOLD COAST,SYDNEY,7/19,235419,1587,86.1,680,160084920,185870520,273339,2019,7,2019/7/19
PERTH,PORT HEDLAND,7/19,36330,423,66.4,1312,47664960,71786080,54715,2019,7,2019/7/19
PERTH,SYDNEY,7/19,147114,776,84.2,3284,483122376,573780480,174720,2019,7,2019/7/19
PERTH,NEWMAN,7/19,31563,378,58.5,1019,32162697,54967917,53943,2019,7,2019/7/19
PROSERPINE,SYDNEY,7/19,9976,66,83.2,1517,15133592,18185796,11988,2019,7,2019/7/19
PORT MACQUARIE,SYDNEY,7/19,16033,354,68,321,5146593,7572390,23590,2019,7,2019/7/19
BALLINA,SYDNEY,7/19,37647,299,81.1,612,23039964,28405368,46414,2019,7,2019/7/19
SYDNEY,TAMWORTH,7/19,14404,367,60.9,320,4609280,7569600,23655,2019,7,2019/7/19
SYDNEY,TOWNSVILLE,7/19,19142,124,86.9,1690,32349980,37213800,22020,2019,7,2019/7/19
SYDNEY,WAGGA WAGGA,7/1,15591,493,62.5,367,5721897,9150778,24934,2019,7,2019/7/1
ALBURY,SYDNEY,6/19,18094,483,69.1,452,8178488,11836524,26187,2019,6,2019/6/19
ADELAIDE,ALICE SPRINGS,6/19,12995,117,79.6,1316,17101420,21488964,16329,2019,6,2019/6/19
ADELAIDE,BRISBANE,6/19,64411,513,72,1622,104474642,145113852,89466,2019,6,2019/6/19
ADELAIDE,CANBERRA,6/19,14929,141,64.4,972,14510988,22546512,23196,2019,6,2019/6/19
ADELAIDE,MELBOURNE,6/19,189519,1512,76.1,643,121807627,160067105,249035,2019,6,2019/6/19
ADELAIDE,GOLD COAST,6/19,14931,102,81.6,1607,23994117,29408100,18300,2019,6,2019/6/19
ADELAIDE,PERTH,6/19,48750,462,69.8,2120,103350000,148069280,69844,2019,6,2019/6/19
ADELAIDE,PORT LINCOLN,6/19,12923,602,55.9,246,3179058,5690226,23131,2019,6,2019/6/19
ADELAIDE,SYDNEY,6/19,137571,1027,78.5,1167,160545357,204606609,175327,2019,6,2019/6/19
ARMIDALE,SYDNEY,6/19,9716,359,64.1,382,3711512,5787300,15150,2019,6,2019/6/19
ALICE SPRINGS,DARWIN,6/19,10256,156,39.6,1305,13384080,33796890,25898,2019,6,2019/6/19
ALICE SPRINGS,MELBOURNE,6/19,0,0,0,1860,0,0,0,2019,6,2019/6/19
ALICE SPRINGS,SYDNEY,6/19,0,0,0,2022,0,0,0,2019,6,2019/6/19
AYERS ROCK,SYDNEY,6/19,17749,120,83.1,2181,38710569,46559988,21348,2019,6,2019/6/19
BUNDABERG,BRISBANE,6/19,12650,292,68.8,287,3630550,5278791,18393,2019,6,2019/6/19
BROOME,PERTH,6/19,30424,325,79.3,1677,51021048,64339782,38366,2019,6,2019/6/19
BRISBANE,CANBERRA,6/19,52510,528,72.6,956,50199560,69142700,72325,2019,6,2019/6/19
BRISBANE,CAIRNS,6/19,103936,874,84,1391,144574976,172120949,123739,2019,6,2019/6/19
BRISBANE,DARWIN,6/19,32996,239,83.6,2852,94104592,112596960,39480,2019,6,2019/6/19
BRISBANE,EMERALD,6/19,16639,360,68.5,653,10865267,15867900,24300,2019,6,2019/6/19
BRISBANE,GLADSTONE,6/19,19946,408,64.9,434,8656564,13348104,30756,2019,6,2019/6/19
BRISBANE,HOBART,6/19,15742,112,81.8,1791,28193922,34466004,19244,2019,6,2019/6/19
BRISBANE,HAMILTON ISLAND,6/19,9905,119,66.8,888,8795640,13169040,14830,2019,6,2019/6/19
BRISBANE,MOUNT ISA,6/19,11881,138,72.8,1573,18688813,25665068,16316,2019,6,2019/6/19
BRISBANE,MELBOURNE,6/19,275212,1991,81.4,1381,379863384,466702045,338119,2019,6,2019/6/19
BRISBANE,MACKAY,6/19,62406,639,75.4,797,49737582,65976457,82781,2019,6,2019/6/19
BRISBANE,MORANBAH,6/19,0,0,0,780,0,0,0,2019,6,2019/6/19
BRISBANE,NEWCASTLE,6/19,46864,461,73.6,614,28774496,39101362,63683,2019,6,2019/6/19
BRISBANE,PERTH,6/19,72879,488,81,3615,263457585,325274085,89979,2019,6,2019/6/19
BRISBANE,PROSERPINE,6/19,16814,122,77.3,895,15048530,19475200,21760,2019,6,2019/6/19
BRISBANE,ROCKHAMPTON,6/19,43278,657,78.6,518,22418004,28508130,55035,2019,6,2019/6/19
BRISBANE,SYDNEY,6/19,380079,2834,80.9,753,286199487,353595999,469583,2019,6,2019/6/19
BRISBANE,TOWNSVILLE,6/19,86707,736,78.7,1112,96418184,122557968,110214,2019,6,2019/6/19
CANBERRA,MELBOURNE,6/19,91915,898,64.7,470,43200050,66741880,142004,2019,6,2019/6/19
CANBERRA,SYDNEY,6/19,78511,1350,77.2,236,18528596,24000256,101696,2019,6,2019/6/19
COFFS HARBOUR,SYDNEY,6/19,24770,386,67.6,443,10973110,16231520,36640,2019,6,2019/6/19
CAIRNS,MELBOURNE,6/19,66986,393,87.5,2311,154804646,176863141,76531,2019,6,2019/6/19
CAIRNS,SYDNEY,6/19,79053,474,84.8,1971,155813463,183683403,93193,2019,6,2019/6/19
CAIRNS,TOWNSVILLE,6/19,12580,314,63.1,284,3572720,5663528,19942,2019,6,2019/6/19
DUBBO,SYDNEY,6/19,14865,483,68.1,310,4608150,6762340,21814,2019,6,2019/6/19
DARWIN,MELBOURNE,6/19,30034,186,88.8,3131,94036454,105918599,33829,2019,6,2019/6/19
DARWIN,PERTH,6/19,15872,120,76.5,2651,42076672,55034760,20760,2019,6,2019/6/19
DARWIN,SYDNEY,6/19,32841,221,85.3,3155,103613355,121530600,38520,2019,6,2019/6/19
GERALDTON,PERTH,6/19,8516,150,56.8,370,3150920,5550000,15000,2019,6,2019/6/19
HOBART,MELBOURNE,6/19,123930,867,78.8,618,76588740,97237974,157343,2019,6,2019/6/19
HOBART,SYDNEY,6/19,51946,421,79.3,1039,53971894,68072163,65517,2019,6,2019/6/19
HAMILTON ISLAND,MELBOURNE,6/19,0,0,0,0,0,0,0,2019,6,2019/6/19
HAMILTON ISLAND,SYDNEY,6/19,11665,122,61.2,1526,17800790,29100820,19070,2019,6,2019/6/19
KALGOORLIE,PERTH,6/19,21962,353,51.2,538,11815556,23059218,42861,2019,6,2019/6/19
KARRATHA,PERTH,6/19,36877,468,64,1250,46096250,72033750,57627,2019,6,2019/6/19
LAUNCESTON,MELBOURNE,6/19,65493,671,74.3,476,31174668,41979392,88192,2019,6,2019/6/19
LAUNCESTON,SYDNEY,6/19,16763,114,82.1,914,15321382,18658396,20414,2019,6,2019/6/19
SUNSHINE COAST,MELBOURNE,6/19,38329,250,85.5,1454,55730366,65185728,44832,2019,6,2019/6/19
SUNSHINE COAST,SYDNEY,6/19,48051,388,76.9,837,40218687,52322544,62512,2019,6,2019/6/19
MELBOURNE,MILDURA,6/19,18607,389,64.8,457,8503399,13131438,28734,2019,6,2019/6/19
MELBOURNE,NEWCASTLE,6/19,37147,272,75.7,836,31054892,41042584,49094,2019,6,2019/6/19
MELBOURNE,GOLD COAST,6/19,155056,963,85.2,1330,206734605,242716940,182054,2019,6,2019/6/19
MELBOURNE,PERTH,6/19,154069,968,81.2,2706,416910714,513682686,189831,2019,6,2019/6/19
MELBOURNE,SYDNEY,6/19,701648,4811,81.7,706,497894669,609416580,858963,2019,6,2019/6/19
MELBOURNE,TOWNSVILLE,6/19,0,0,0,2055,0,0,0,2019,6,2019/6/19
GOLD COAST,SYDNEY,6/19,198319,1440,79.9,680,134856920,168793680,248226,2019,6,2019/6/19
PERTH,PORT HEDLAND,6/19,29318,379,59.3,1312,38465216,64852160,49430,2019,6,2019/6/19
PERTH,SYDNEY,6/19,124608,707,79.3,3284,409212672,515847436,157079,2019,6,2019/6/19
PERTH,NEWMAN,6/19,27533,338,58.9,1019,28056127,47638250,46750,2019,6,2019/6/19
PROSERPINE,SYDNEY,6/19,8486,65,71.9,1517,12873262,17903634,11802,2019,6,2019/6/19
PORT MACQUARIE,SYDNEY,6/19,15154,320,72.6,321,4864434,6699912,20872,2019,6,2019/6/19
BALLINA,SYDNEY,6/19,29405,247,78.5,612,17995860,22916952,37446,2019,6,2019/6/19
SYDNEY,TAMWORTH,6/19,14047,333,66.1,320,4495040,6797120,21241,2019,6,2019/6/19
SYDNEY,TOWNSVILLE,6/19,11982,82,81.8,1690,20249580,24761880,14652,2019,6,2019/6/19
SYDNEY,WAGGA WAGGA,6/1,15029,457,67.2,367,5515643,8211625,22375,2019,6,2019/6/1
ALBURY,SYDNEY,5/19,19771,542,67.7,452,8936492,13200208,29204,2019,5,2019/5/19
ADELAIDE,ALICE SPRINGS,5/19,12744,123,73.4,1316,16771104,22847076,17361,2019,5,2019/5/19
ADELAIDE,BRISBANE,5/19,69620,540,73.8,1622,112923640,153029212,94346,2019,5,2019/5/19
ADELAIDE,CANBERRA,5/19,16512,162,60.8,972,16049664,26382024,27142,2019,5,2019/5/19
ADELAIDE,MELBOURNE,5/19,199098,1601,76.3,643,127963274,167712153,260931,2019,5,2019/5/19
ADELAIDE,GOLD COAST,5/19,16327,115,79.3,1607,26237489,33100986,20598,2019,5,2019/5/19
ADELAIDE,PERTH,5/19,54413,492,73.1,2120,115355560,157814920,74441,2019,5,2019/5/19
ADELAIDE,PORT LINCOLN,5/19,14032,640,57,246,3451872,6057012,24622,2019,5,2019/5/19
ADELAIDE,SYDNEY,5/19,146791,1078,80.4,1167,171305097,212964663,182489,2019,5,2019/5/19
ARMIDALE,SYDNEY,5/19,11168,387,69.9,382,4266176,6106652,15986,2019,5,2019/5/19
ALICE SPRINGS,DARWIN,5/19,9515,163,35.1,1305,12417075,35370720,27104,2019,5,2019/5/19
ALICE SPRINGS,MELBOURNE,5/19,0,0,0,1860,0,0,0,2019,5,2019/5/19
ALICE SPRINGS,SYDNEY,5/19,0,0,0,2022,0,0,0,2019,5,2019/5/19
AYERS ROCK,SYDNEY,5/19,18161,124,81.8,2181,39609141,48418200,22200,2019,5,2019/5/19
BUNDABERG,BRISBANE,5/19,13183,306,69.6,287,3783521,5439224,18952,2019,5,2019/5/19
BROOME,PERTH,5/19,28751,331,75.5,1677,48215427,63892023,38099,2019,5,2019/5/19
BRISBANE,CANBERRA,5/19,52466,554,69.2,956,50157496,72509732,75847,2019,5,2019/5/19
BRISBANE,CAIRNS,5/19,104658,894,82.7,1391,145579278,176097818,126598,2019,5,2019/5/19
BRISBANE,DARWIN,5/19,29165,226,82.9,2852,83178580,100307692,35171,2019,5,2019/5/19
BRISBANE,EMERALD,5/19,17295,387,65.8,653,11293635,17153004,26268,2019,5,2019/5/19
BRISBANE,GLADSTONE,5/19,21006,436,64.5,434,9116604,14126700,32550,2019,5,2019/5/19
BRISBANE,HOBART,5/19,15075,109,81.5,1791,26999325,33146037,18507,2019,5,2019/5/19
BRISBANE,HAMILTON ISLAND,5/19,10069,118,66.9,888,8941272,13369728,15056,2019,5,2019/5/19
BRISBANE,MOUNT ISA,5/19,12146,144,71.6,1573,19105658,26717405,16985,2019,5,2019/5/19
BRISBANE,MELBOURNE,5/19,276350,2017,80.8,1381,381639350,472052039,341819,2019,5,2019/5/19
BRISBANE,MACKAY,5/19,65378,678,74.7,797,52106266,69798072,87576,2019,5,2019/5/19
BRISBANE,MORANBAH,5/19,0,0,0,780,0,0,0,2019,5,2019/5/19
BRISBANE,NEWCASTLE,5/19,49018,491,72.5,614,30097052,41495348,67582,2019,5,2019/5/19
BRISBANE,PERTH,5/19,78086,524,81,3615,282280890,348529380,96412,2019,5,2019/5/19
BRISBANE,PROSERPINE,5/19,18684,138,77,895,16722180,21705540,24252,2019,5,2019/5/19
BRISBANE,ROCKHAMPTON,5/19,46092,695,78.6,518,23875656,30386398,58661,2019,5,2019/5/19
BRISBANE,SYDNEY,5/19,396519,3074,79.4,753,298578807,376218378,499626,2019,5,2019/5/19
BRISBANE,TOWNSVILLE,5/19,86219,781,73.7,1112,95875528,130145144,117037,2019,5,2019/5/19
CANBERRA,MELBOURNE,5/19,99637,973,65.2,470,46829390,71774640,152712,2019,5,2019/5/19
CANBERRA,SYDNEY,5/19,80707,1427,73.4,236,19046852,25947020,109945,2019,5,2019/5/19
COFFS HARBOUR,SYDNEY,5/19,27581,402,72.8,443,12218383,16774195,37865,2019,5,2019/5/19
CAIRNS,MELBOURNE,5/19,60547,371,83.6,2311,139924117,167431950,72450,2019,5,2019/5/19
CAIRNS,SYDNEY,5/19,76126,481,81.6,1971,150044346,183785895,93245,2019,5,2019/5/19
CAIRNS,TOWNSVILLE,5/19,12325,334,58.5,284,3500300,5987004,21081,2019,5,2019/5/19
DUBBO,SYDNEY,5/19,16296,520,69.4,310,5051760,7276630,23473,2019,5,2019/5/19
DARWIN,MELBOURNE,5/19,25875,165,85.2,3131,81014625,95141697,30387,2019,5,2019/5/19
DARWIN,PERTH,5/19,14597,124,67.8,2651,38696647,57038916,21516,2019,5,2019/5/19
DARWIN,SYDNEY,5/19,25721,180,81.5,3155,81149755,99527630,31546,2019,5,2019/5/19
GERALDTON,PERTH,5/19,9834,158,62.2,370,3638580,5846000,15800,2019,5,2019/5/19
