country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Australia,AUS,2021-08-09,13958045,9196905,4761140,234899,194799,54.13,35.66,18.46,7554,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-10,14214009,9321772,4892237,255964,200802,55.12,36.15,18.97,7787,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-11,14476323,9453026,5023297,262314,206581,56.14,36.66,19.48,8011,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-12,14747221,9588821,5158400,270898,210989,57.19,37.18,20,8182,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-13,15012023,9716235,5295788,264802,216524,58.21,37.68,20.54,8396,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-14,15175199,9802311,5372888,163176,219803,58.85,38.01,20.83,8523,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-15,15338926,9929240,5409686,163727,230826,59.48,38.5,20.98,8951,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-16,15618391,10076154,5542237,279465,237192,60.56,39.07,21.49,9198,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-17,15892260,10220818,5671442,273869,239750,61.63,39.63,21.99,9297,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-18,16201270,10385438,5815832,309010,246421,62.82,40.27,22.55,9556,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-19,16504574,10545851,5958723,303304,251050,64,40.89,23.11,9735,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-20,16815098,10711677,6103421,310524,257582,65.2,41.54,23.67,9988,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-21,17011099,10820533,6190566,196001,262271,65.96,41.96,24.01,10170,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-22,17150654,10910014,6240640,139555,258818,66.51,42.31,24.2,10036,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-23,17440596,11072175,6368421,289942,260315,67.63,42.94,24.7,10094,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-24,17747787,11239583,6508204,307191,265075,68.82,43.58,25.24,10279,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-25,18083207,11422007,6661200,335420,268848,70.12,44.29,25.83,10425,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-26,18390297,11581828,6808469,307090,269389,71.31,44.91,26.4,10446,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-27,18706627,11756505,6950122,316330,270218,72.54,45.59,26.95,10478,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-28,18927313,11883060,7044253,220686,273745,73.4,46.08,27.32,10615,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-29,19085741,11990165,7095576,158428,276441,74.01,46.49,27.51,10720,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-30,19362666,12140137,7222529,276925,274581,75.08,47.08,28.01,10648,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-08-31,19697498,12328178,7369320,334832,278530,76.38,47.81,28.58,10801,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-01,20028084,12515530,7512554,330586,277840,77.66,48.53,29.13,10774,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-02,20329483,12675845,7653638,301399,277027,78.83,49.15,29.68,10742,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-03,20641758,12848402,7793356,312275,276447,80.04,49.82,30.22,10720,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-04,20855353,12975866,7879487,213595,275434,80.87,50.32,30.55,10681,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-05,20985989,13061263,7924726,130636,271464,81.38,50.65,30.73,10527,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-06,21244935,13198369,8046566,258946,268896,82.38,51.18,31.2,10427,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-07,21539586,13352637,8186949,294651,263155,83.52,51.78,31.75,10204,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-08,21850954,13520356,8330598,311368,260410,84.73,52.43,32.3,10098,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-09,22170011,13687289,8482722,319057,262933,85.97,53.08,32.89,10196,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-10,22473563,13841998,8631565,303552,261686,87.15,53.68,33.47,10148,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-11,22669372,13948982,8720390,195809,259146,87.91,54.09,33.82,10049,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-12,22802573,14028715,8773858,133201,259512,88.42,54.4,34.02,10063,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-13,23078749,14157499,8921250,276176,261973,89.49,54.9,34.59,10159,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-14,23362740,14296490,9066250,283991,260451,90.59,55.44,35.16,10100,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-15,23751922,14536140,9215782,389182,271567,92.1,56.37,35.74,10531,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-16,24054063,14693678,9360385,302141,269150,93.28,56.98,36.3,10437,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-17,24392438,14862689,9529749,338375,274125,94.59,57.63,36.95,10630,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-18,24619474,14986389,9633085,227036,278586,95.47,58.11,37.35,10803,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-19,24792054,15091631,9700423,172580,284212,96.14,58.52,37.62,11021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-20,25113222,15259606,9853616,321168,290639,97.38,59.17,38.21,11270,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-21,25445232,15426525,10018707,332010,297499,98.67,59.82,38.85,11536,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-22,25782517,15598851,10183666,337285,290085,99.98,60.49,39.49,11249,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-23,26130313,15775086,10355227,347796,296607,101.33,61.17,40.15,11502,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-24,26441588,15919052,10522536,311275,292736,102.53,61.73,40.8,11352,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-25,26660961,16026124,10634837,219373,291641,103.38,62.15,41.24,11309,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-26,26806343,16102401,10703942,145382,287756,103.95,62.44,41.51,11158,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-27,27109766,16247767,10861999,303423,285221,105.12,63,42.12,11060,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-28,27441696,16402080,11039616,331930,285209,106.41,63.6,42.81,11060,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-29,27750501,16547863,11202638,308805,281141,107.61,64.17,43.44,10902,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-09-30,28091630,16705291,11386339,341129,280188,108.93,64.78,44.15,10865,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-10-01,28419347,16847901,11571446,327717,282537,110.2,65.33,44.87,10956,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-10-02,28630736,16940800,11689936,211389,281396,111.02,65.69,45.33,10912,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-10-03,28769273,17002409,11766864,138537,280419,111.56,65.93,45.63,10874,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-10-04,28955015,17086121,11868894,185742,263607,112.28,66.26,46.02,10222,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-10-05,29305871,17220975,12084896,350856,266311,113.64,66.78,46.86,10327,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-10-06,29642430,17349168,12293262,336559,270276,114.95,67.28,47.67,10481,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-10-07,29973051,17469810,12503241,330621,268774,116.23,67.74,48.48,10422,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-10-08,30304350,17583494,12720856,331299,269286,117.51,68.18,49.33,10442,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Australia,AUS,2021-10-09,30540757,17657076,12883681,236407,272860,118.43,68.47,49.96,10581,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au,https://covidlive.com.au/covid-live.json
Austria,AUT,2020-12-27,752,752,,,,0.01,0.01,,,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2020-12-28,2071,2071,,1319,1319,0.02,0.02,,146,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2020-12-29,3712,3712,,1641,1480,0.04,0.04,,164,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2020-12-30,5091,5091,,1379,1446,0.06,0.06,,160,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2020-12-31,5104,5104,,13,1088,0.06,0.06,,120,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-01,5112,5112,,8,872,0.06,0.06,,96,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-02,5122,5122,,10,728,0.06,0.06,,81,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-03,5129,5129,,7,625,0.06,0.06,,69,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-04,5258,5258,,129,455,0.06,0.06,,50,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-05,7063,7063,,1805,479,0.08,0.08,,53,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-06,7920,7920,,857,404,0.09,0.09,,45,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-07,11209,11209,,3289,872,0.12,0.12,,96,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-08,24414,24414,,13205,2757,0.27,0.27,,305,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-09,28936,28936,,4522,3402,0.32,0.32,,376,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-10,31178,31178,,2242,3721,0.34,0.34,,411,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-11,36862,36862,,5684,4515,0.41,0.41,,499,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-12,51853,51853,,14991,6399,0.57,0.57,,708,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-13,67989,67989,,16136,8581,0.75,0.75,,949,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-14,84947,84947,,16958,10534,0.94,0.94,,1165,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-15,103488,103488,,18541,11296,1.14,1.14,,1249,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-16,110368,110356,12,6880,11633,1.22,1.22,0,1286,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-17,116082,115690,392,5714,12129,1.28,1.28,0,1341,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-18,127563,126276,1287,11481,12957,1.41,1.4,0.01,1433,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-19,153771,150999,2772,26208,14560,1.7,1.67,0.03,1610,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-20,177459,173378,4081,23688,15639,1.96,1.92,0.05,1729,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-21,197449,193196,4253,19990,16072,2.18,2.14,0.05,1777,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-22,209024,204207,4817,11575,15077,2.31,2.26,0.05,1667,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-23,212183,207364,4819,3159,14545,2.35,2.29,0.05,1608,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-24,213453,208625,4828,1270,13910,2.36,2.31,0.05,1538,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-25,214981,210039,4942,1528,12488,2.38,2.32,0.05,1381,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-01-26,223736,217878,5858,8755,9995,2.47,2.41,0.06,1105,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
